id_cliente,idade,nivel_educacao,geracao,possui_parceiro,qts_criancas,responde_campanha,salario_anual,salario_mensal,preferência,n_compras,ultima_compra,total_gasto,produto_mais_compra,,R,F,M,,R_SCORE,F_SCORE,M_SCORE,MÉDIA_F_M,SEGMENTAÇÃO
8159,57,Grado o superior,Geração X,SIM,2,NÃO,"$51.287,00","$4.273,92",loja online,7,2022-12-10,"$182,00",VINHO,,21,7,"$182,00",,4,2,2,2,Potenciais de Ouro
1160,55,Grado o superior,Geração X,SIM,2,NÃO,"$13.260,00","$1.105,00",loja online,6,2022-05-05,"$49,00",CARNES,,236,6,"$49,00",,2,2,1,"1,5",Hibernando
10242,59,Posgrado,Geração X,SIM,2,NÃO,"$47.472,00","$3.956,00",loja física,6,2022-08-08,"$75,00",VINHO,,143,6,"$75,00",,2,2,2,2,Precisam de Atenção
5253,69,Posgrado,Baby Boomers,SIM,2,NÃO,"$54.603,00","$4.550,25",loja online,8,2022-09-23,"$227,00",VINHO,,98,8,"$227,00",,3,2,2,2,Promissores
5966,51,Posgrado,Geração X,SIM,2,NÃO,"$45.207,00","$3.767,25",loja física,9,2022-06-13,"$215,00",VINHO,,198,9,"$215,00",,2,2,2,2,Precisam de Atenção
5314,74,Grado o superior,Baby Boomers,SIM,1,NÃO,"$40.689,00","$3.390,75",loja online,12,2022-08-02,"$444,00",VINHO,,149,12,"$444,00",,2,3,3,3,Precisam de Atenção
5081,58,Secundaria,Geração X,SIM,2,NÃO,"$47.821,00","$3.985,08",loja física,4,2022-07-04,"$47,00",CARNES,,177,4,"$47,00",,2,1,1,1,Hibernando
5123,74,Posgrado,Baby Boomers,SIM,0,NÃO,"$27.450,00","$2.287,50",loja física,5,2022-02-26,"$143,00",OUTROS,,305,5,"$143,00",,1,1,2,"1,5",Hibernando
5756,42,Grado o superior,Millennials,SIM,1,NÃO,"$39.453,00","$3.287,75",loja física,5,2022-08-23,"$55,00",VINHO,,128,5,"$55,00",,3,1,1,1,Hibernando
8036,54,Secundaria,Geração X,SIM,2,NÃO,"$26.850,00","$2.237,50",loja física,6,2022-12-20,"$63,00",VINHO,,11,6,"$63,00",,4,2,1,"1,5",Recém-Chegados
9058,70,Grado o superior,Baby Boomers,NÂO,0,SIM,"$79.800,00","$6.650,00",loja online,10,2022-04-29,"$1.867,00",VINHO,,242,10,"$1.867,00",,1,2,4,3,Precisam de Atenção
5057,64,Posgrado,Baby Boomers,SIM,1,NÃO,"$61.794,00","$5.149,50",loja física,14,2022-08-29,"$611,00",VINHO,,122,14,"$611,00",,3,3,3,3,Promissores
254,70,Grado o superior,Baby Boomers,SIM,1,NÃO,"$53.863,00","$4.488,58",loja online,14,2022-12-24,"$473,00",VINHO,,7,14,"$473,00",,4,3,3,3,Potenciais de Ouro
4179,66,Grado o superior,Baby Boomers,SIM,0,NÃO,"$24.221,00","$2.018,42",loja física,4,2022-05-12,"$55,00",OUTROS,,229,4,"$55,00",,2,1,1,1,Hibernando
3710,41,Posgrado,Millennials,NÂO,1,SIM,"$39.684,00","$3.307,00",loja online,4,2021-09-17,"$81,00",CARNES,,464,4,"$81,00",,1,1,2,"1,5",Hibernando
7627,50,Posgrado,Geração X,SIM,0,SIM,"$92.163,00","$7.680,25",loja online,10,2022-06-21,"$2.086,00",VINHO,,190,10,"$2.086,00",,2,2,4,3,Precisam de Atenção
4501,60,Posgrado,Geração X,NÂO,0,NÃO,"$69.882,00","$5.823,50",loja física,12,2022-11-26,"$1.478,00",CARNES,,35,12,"$1.478,00",,4,3,4,"3,5",Leais de Ouro
6424,48,Grado o superior,Geração X,SIM,1,NÃO,"$33.178,00","$2.764,83",loja física,4,2022-12-10,"$49,00",OUTROS,,21,4,"$49,00",,4,1,1,1,Recém-Chegados
3075,53,Posgrado,Geração X,SIM,0,NÃO,"$59.973,00","$4.997,75",loja física,10,2022-11-07,"$382,00",CARNES,,54,10,"$382,00",,4,2,2,2,Potenciais de Ouro
4992,50,Posgrado,Geração X,SIM,1,SIM,"$17.459,00","$1.454,92",loja online,5,2022-04-07,"$69,00",OUTROS,,264,5,"$69,00",,1,1,1,1,Hibernando
5252,56,Grado o superior,Geração X,NÂO,1,NÃO,"$23.910,00","$1.992,50",loja física,5,2022-09-11,"$67,00",CARNES,,110,5,"$67,00",,3,1,1,1,Hibernando
7444,56,Posgrado,Geração X,SIM,2,NÃO,"$42.169,00","$3.514,08",loja física,4,2022-04-18,"$30,00",VINHO,,253,4,"$30,00",,1,1,1,1,Hibernando
6919,47,Secundaria,Geração X,SIM,1,NÃO,"$26.224,00","$2.185,33",loja física,5,2022-01-07,"$63,00",CARNES,,354,5,"$63,00",,1,1,1,1,Hibernando
3537,44,Grado o superior,Millennials,SIM,1,NÃO,"$31.089,00","$2.590,75",loja física,7,2021-05-21,"$79,00",VINHO,,580,7,"$79,00",,1,2,2,2,Precisam de Atenção
10277,64,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$30.081,00","$2.506,75",loja física,4,2022-02-17,"$42,00",VINHO,,314,4,"$42,00",,1,1,1,1,Hibernando
2453,65,Grado o superior,Baby Boomers,SIM,1,NÃO,"$62.807,00","$5.233,92",loja física,17,2022-11-26,"$819,00",VINHO,,35,17,"$819,00",,4,4,3,"3,5",Leais de Ouro
7972,70,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$72.906,00","$6.075,50",loja física,12,2022-08-01,"$1.151,00",CARNES,,150,12,"$1.151,00",,2,3,4,"3,5",Precisam de Atenção
895,77,Posgrado,Baby Boomers,SIM,2,NÃO,"$61.467,00","$5.122,25",loja física,15,2022-06-18,"$594,00",VINHO,,193,15,"$594,00",,2,4,3,"3,5",Precisam de Atenção
1177,59,Posgrado,Geração X,SIM,2,NÃO,"$49.618,00","$4.134,83",loja online,6,2021-07-17,"$129,00",VINHO,,524,6,"$129,00",,1,2,2,2,Precisam de Atenção
7141,39,Posgrado,Millennials,NÂO,1,SIM,"$21.888,00","$1.824,00",loja online,7,2022-08-20,"$213,00",VINHO,,131,7,"$213,00",,3,2,2,2,Promissores
7232,52,Grado o superior,Geração X,NÂO,1,NÃO,"$42.429,00","$3.535,75",loja física,4,2022-09-20,"$67,00",VINHO,,101,4,"$67,00",,3,1,1,1,Hibernando
8477,69,Grado o superior,Baby Boomers,NÂO,3,NÃO,"$26.150,00","$2.179,17",loja física,4,2021-10-11,"$28,00",CARNES,,440,4,"$28,00",,1,1,1,1,Hibernando
2457,50,Secundaria,Geração X,SIM,1,NÃO,"$30.801,00","$2.566,75",loja física,4,2021-02-10,"$45,00",PEIXES,,681,4,"$45,00",,1,1,1,1,Hibernando
988,60,Grado o superior,Geração X,SIM,0,NÃO,"$81.168,00","$6.764,00",loja física,13,2022-11-21,"$1.193,00",CARNES,,40,13,"$1.193,00",,4,3,4,"3,5",Leais de Ouro
7930,56,Posgrado,Geração X,NÂO,0,NÃO,"$26.877,00","$2.239,75",loja física,9,2022-05-30,"$268,00",VINHO,,210,9,"$268,00",,2,2,2,2,Precisam de Atenção
4587,81,Posgrado,Pré-Boomers,NÂO,0,NÃO,"$45.006,00","$3.750,50",loja física,10,2022-05-24,"$266,00",VINHO,,217,10,"$266,00",,2,2,2,2,Precisam de Atenção
6682,52,Secundaria,Geração X,SIM,1,NÃO,"$18.978,00","$1.581,50",loja física,4,2021-03-23,"$37,00",OUTROS,,638,4,"$37,00",,1,1,1,1,Hibernando
6222,58,Grado o superior,Geração X,SIM,3,NÃO,"$22.574,00","$1.881,17",loja física,5,2022-04-13,"$37,00",VINHO,,258,5,"$37,00",,1,1,1,1,Hibernando
10299,56,Posgrado,Geração X,NÂO,0,SIM,"$48.240,00","$4.020,00",loja física,19,2022-09-08,"$882,00",VINHO,,113,19,"$882,00",,3,4,3,"3,5",Promissores
3083,51,Grado o superior,Geração X,SIM,2,NÃO,"$45.837,00","$3.819,75",loja online,11,2022-08-05,"$373,00",VINHO,,146,11,"$373,00",,2,3,2,"2,5",Precisam de Atenção
8953,60,Posgrado,Geração X,NÂO,3,NÃO,"$35.791,00","$2.982,58",loja física,4,2022-08-06,"$35,00",VINHO,,145,4,"$35,00",,2,1,1,1,Hibernando
8650,47,Grado o superior,Geração X,NÂO,2,NÃO,"$54.162,00","$4.513,50",loja física,4,2022-06-06,"$42,00",CARNES,,205,4,"$42,00",,2,1,1,1,Hibernando
10862,65,Posgrado,Baby Boomers,SIM,1,NÃO,"$30.522,00","$2.543,50",loja física,10,2021-12-23,"$326,00",VINHO,,368,10,"$326,00",,1,2,2,2,Precisam de Atenção
2782,64,Posgrado,Baby Boomers,SIM,1,NÃO,"$54.456,00","$4.538,00",loja física,13,2022-07-26,"$404,00",VINHO,,155,13,"$404,00",,2,3,3,3,Precisam de Atenção
6941,54,Grado o superior,Geração X,NÂO,0,NÃO,"$31.632,00","$2.636,00",loja online,4,2021-11-14,"$95,00",OUTROS,,407,4,"$95,00",,1,1,2,"1,5",Hibernando
10972,76,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$72.298,00","$6.024,83",loja física,10,2022-12-20,"$939,00",VINHO,,11,10,"$939,00",,4,2,3,"2,5",Potenciais de Ouro
10708,47,Secundaria,Geração X,NÂO,1,NÃO,"$36.975,00","$3.081,25",loja física,4,2022-10-28,"$33,00",CARNES,,63,4,"$33,00",,3,1,1,1,Hibernando
6583,70,Secundaria,Baby Boomers,SIM,0,NÃO,"$72.635,00","$6.052,92",loja online,12,2022-09-28,"$981,00",VINHO,,93,12,"$981,00",,3,3,3,3,Promissores
3641,49,Grado o superior,Geração X,SIM,1,NÃO,"$13.624,00","$1.135,33",loja física,5,2021-11-22,"$36,00",CARNES,,399,5,"$36,00",,1,1,1,1,Hibernando
10156,50,Grado o superior,Geração X,NÂO,1,NÃO,"$84.196,00","$7.016,33",loja online,15,2022-05-26,"$1.237,00",CARNES,,215,15,"$1.237,00",,2,4,4,4,Precisam de Atenção
4299,65,Grado o superior,Baby Boomers,SIM,1,SIM,"$70.971,00","$5.914,25",loja online,16,2022-05-05,"$1.825,00",VINHO,,236,16,"$1.825,00",,2,4,4,4,Precisam de Atenção
3469,48,Posgrado,Geração X,NÂO,2,NÃO,"$34.487,00","$2.873,92",loja online,6,2021-06-23,"$103,00",CARNES,,548,6,"$103,00",,1,2,2,2,Precisam de Atenção
5063,48,Grado o superior,Geração X,NÂO,1,NÃO,"$28.769,00","$2.397,42",loja online,8,2022-07-09,"$191,00",CARNES,,172,8,"$191,00",,2,2,2,2,Precisam de Atenção
10727,55,Posgrado,Geração X,SIM,1,NÃO,"$69.084,00","$5.757,00",loja física,20,2022-12-31,"$1.586,00",VINHO,,0,20,"$1.586,00",,4,4,4,4,Leais de Ouro
9624,67,Posgrado,Baby Boomers,SIM,0,NÃO,"$65.488,00","$5.457,33",loja física,9,2022-12-15,"$963,00",VINHO,,16,9,"$963,00",,4,2,3,"2,5",Potenciais de Ouro
5156,55,Secundaria,Geração X,SIM,1,NÃO,"$62.466,00","$5.205,50",loja física,18,2022-12-15,"$889,00",CARNES,,16,18,"$889,00",,4,4,3,"3,5",Leais de Ouro
4376,65,Secundaria,Baby Boomers,NÂO,0,SIM,"$32.218,00","$2.684,83",loja física,5,2022-11-13,"$93,00",OUTROS,,48,5,"$93,00",,4,1,2,"1,5",Recém-Chegados
8923,52,Grado o superior,Geração X,NÂO,0,SIM,"$83.917,00","$6.993,08",loja física,13,2022-09-25,"$1.587,00",CARNES,,96,13,"$1.587,00",,3,3,4,"3,5",Promissores
8461,63,Grado o superior,Baby Boomers,NÂO,3,NÃO,"$46.102,00","$3.841,83",loja física,3,2022-09-05,"$16,00",VINHO,,116,3,"$16,00",,3,1,1,1,Hibernando
6945,73,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$84.574,00","$7.047,83",loja física,20,2022-10-10,"$1.375,00",CARNES,,81,20,"$1.375,00",,3,4,4,4,Promissores
944,63,Grado o superior,Baby Boomers,SIM,1,NÃO,"$56.181,00","$4.681,75",loja física,11,2022-11-11,"$393,00",VINHO,,50,11,"$393,00",,4,3,2,"2,5",Potenciais de Ouro
1907,75,Posgrado,Baby Boomers,NÂO,1,SIM,"$63.120,00","$5.260,00",loja física,17,2022-02-19,"$1.477,00",VINHO,,312,17,"$1.477,00",,1,4,4,4,Precisam de Atenção
701,54,Grado o superior,Geração X,SIM,1,NÃO,"$73.691,00","$6.140,92",loja física,14,2022-12-20,"$1.179,00",VINHO,,11,14,"$1.179,00",,4,3,4,"3,5",Leais de Ouro
3856,65,Grado o superior,Baby Boomers,SIM,1,NÃO,"$63.381,00","$5.281,75",loja física,17,2022-05-14,"$1.005,00",VINHO,,227,17,"$1.005,00",,2,4,3,"3,5",Precisam de Atenção
4149,77,Posgrado,Baby Boomers,SIM,0,NÃO,"$76.140,00","$6.345,00",loja física,11,2022-12-23,"$1.348,00",CARNES,,8,11,"$1.348,00",,4,3,4,"3,5",Leais de Ouro
2131,66,Posgrado,Baby Boomers,NÂO,1,NÃO,"$62.859,00","$5.238,25",loja online,15,2022-07-18,"$1.307,00",VINHO,,163,15,"$1.307,00",,2,4,4,4,Precisam de Atenção
2942,61,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$45.906,00","$3.825,50",loja online,9,2022-05-12,"$486,00",VINHO,,229,9,"$486,00",,2,2,3,"2,5",Precisam de Atenção
1173,78,Posgrado,Baby Boomers,SIM,0,SIM,"$77.632,00","$6.469,33",loja física,10,2022-01-30,"$2.252,00",VINHO,,330,10,"$2.252,00",,1,2,4,3,Precisam de Atenção
4381,54,Posgrado,Geração X,SIM,2,NÃO,"$46.463,00","$3.871,92",loja física,9,2022-09-15,"$235,00",VINHO,,106,9,"$235,00",,3,2,2,2,Promissores
4611,55,Grado o superior,Geração X,SIM,0,SIM,"$105.471,00","$8.789,25",loja física,22,2022-11-04,"$1.724,00",VINHO,,57,22,"$1.724,00",,3,4,4,4,Promissores
3376,55,Posgrado,Geração X,NÂO,1,NÃO,"$55.282,00","$4.606,83",loja física,9,2022-12-20,"$235,00",VINHO,,11,9,"$235,00",,4,2,2,2,Potenciais de Ouro
4679,48,Posgrado,Geração X,SIM,1,NÃO,"$78.710,00","$6.559,17",loja física,19,2022-12-26,"$1.092,00",VINHO,,5,19,"$1.092,00",,4,4,4,4,Leais de Ouro
10928,67,Grado o superior,Baby Boomers,SIM,1,NÃO,"$66.886,00","$5.573,83",loja online,14,2022-08-02,"$599,00",VINHO,,149,14,"$599,00",,2,3,3,3,Precisam de Atenção
4248,65,Posgrado,Baby Boomers,NÂO,0,NÃO,"$98.777,00","$8.231,42",loja física,13,2022-12-11,"$2.008,00",VINHO,,20,13,"$2.008,00",,4,3,4,"3,5",Leais de Ouro
6728,40,Grado o superior,Millennials,SIM,1,NÃO,"$29.103,00","$2.425,25",loja física,4,2021-09-22,"$48,00",CARNES,,459,4,"$48,00",,1,1,1,1,Hibernando
6661,51,Grado o superior,Geração X,SIM,1,NÃO,"$67.445,00","$5.620,42",loja física,21,2022-10-25,"$1.174,00",VINHO,,66,21,"$1.174,00",,3,4,4,4,Promissores
4725,75,Posgrado,Baby Boomers,SIM,1,NÃO,"$50.616,00","$4.218,00",loja física,5,2022-11-29,"$67,00",VINHO,,32,5,"$67,00",,4,1,1,1,Recém-Chegados
3277,70,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$49.431,00","$4.119,25",loja online,12,2022-06-02,"$365,00",VINHO,,209,12,"$365,00",,2,3,2,"2,5",Precisam de Atenção
2564,72,Grado o superior,Baby Boomers,SIM,1,NÃO,"$61.278,00","$5.106,50",loja física,7,2022-09-30,"$165,00",VINHO,,90,7,"$165,00",,3,2,2,2,Promissores
946,67,Secundaria,Baby Boomers,SIM,0,NÃO,"$26.490,00","$2.207,50",loja física,8,2021-07-31,"$210,00",CARNES,,510,8,"$210,00",,1,2,2,2,Precisam de Atenção
3867,78,Posgrado,Baby Boomers,SIM,1,NÃO,"$73.059,00","$6.088,25",loja física,22,2022-10-27,"$1.095,00",CARNES,,64,22,"$1.095,00",,3,4,4,4,Promissores
6940,59,Posgrado,Geração X,NÂO,3,NÃO,"$46.734,00","$3.894,50",loja online,6,2022-03-10,"$223,00",VINHO,,291,6,"$223,00",,1,2,2,2,Precisam de Atenção
55,62,Grado o superior,Baby Boomers,SIM,1,NÃO,"$56.253,00","$4.687,75",loja física,16,2022-11-20,"$597,00",VINHO,,41,16,"$597,00",,4,4,3,"3,5",Leais de Ouro
5084,50,Grado o superior,Geração X,NÂO,1,NÃO,"$58.330,00","$4.860,83",loja física,19,2022-12-29,"$1.064,00",VINHO,,2,19,"$1.064,00",,4,4,4,4,Leais de Ouro
1777,45,Secundaria,Geração X,SIM,0,NÃO,"$25.965,00","$2.163,75",loja física,5,2020-11-11,"$74,00",PEIXES,,770,5,"$74,00",,1,1,2,"1,5",Hibernando
8162,69,Posgrado,Baby Boomers,SIM,0,NÃO,"$14.661,00","$1.221,75",loja física,4,2021-04-21,"$26,00",CARNES,,610,4,"$26,00",,1,1,1,1,Hibernando
10826,66,Grado o superior,Baby Boomers,SIM,0,NÃO,"$18.690,00","$1.557,50",loja física,3,2022-05-14,"$60,00",PEIXES,,227,3,"$60,00",,2,1,1,1,Hibernando
8754,51,Posgrado,Geração X,SIM,1,NÃO,"$45.068,00","$3.755,67",loja física,3,2021-10-03,"$20,00",VINHO,,448,3,"$20,00",,1,1,1,1,Hibernando
1987,38,Secundaria,Millennials,NÂO,1,NÃO,"$21.063,00","$1.755,25",loja física,5,2022-07-02,"$59,00",PEIXES,,179,5,"$59,00",,2,1,1,1,Hibernando
11007,57,Posgrado,Geração X,SIM,1,NÃO,"$29.187,00","$2.432,25",loja física,4,2021-09-04,"$34,00",VINHO,,477,4,"$34,00",,1,1,1,1,Hibernando
7426,54,Secundaria,Geração X,SIM,2,NÃO,"$54.690,00","$4.557,50",loja física,8,2022-07-27,"$198,00",VINHO,,154,8,"$198,00",,2,2,2,2,Precisam de Atenção
9153,61,Posgrado,Baby Boomers,SIM,1,NÃO,"$59.304,00","$4.942,00",loja física,17,2022-11-23,"$1.048,00",CARNES,,38,17,"$1.048,00",,4,4,4,4,Leais de Ouro
10379,63,Posgrado,Baby Boomers,NÂO,2,NÃO,"$59.247,00","$4.937,25",loja física,14,2022-11-30,"$574,00",VINHO,,30,14,"$574,00",,4,3,3,3,Potenciais de Ouro
9204,55,Grado o superior,Geração X,NÂO,1,NÃO,"$66.731,00","$5.560,92",loja física,10,2022-05-25,"$1.029,00",VINHO,,216,10,"$1.029,00",,2,2,3,"2,5",Precisam de Atenção
3197,45,Grado o superior,Geração X,SIM,1,NÃO,"$77.353,00","$6.446,08",loja física,14,2022-12-21,"$670,00",VINHO,,10,14,"$670,00",,4,3,3,3,Potenciais de Ouro
2920,50,Posgrado,Geração X,NÂO,1,NÃO,"$52.614,00","$4.384,50",loja física,10,2022-01-26,"$990,00",VINHO,,335,10,"$990,00",,1,2,3,"2,5",Precisam de Atenção
6961,51,Grado o superior,Geração X,SIM,2,NÃO,"$26.751,00","$2.229,25",loja física,3,2022-09-13,"$11,00",CARNES,,108,3,"$11,00",,3,1,1,1,Hibernando
4673,62,Posgrado,Baby Boomers,SIM,1,SIM,"$81.300,00","$6.775,00",loja online,15,2022-05-26,"$1.241,00",VINHO,,215,15,"$1.241,00",,2,4,4,4,Precisam de Atenção
9937,46,Grado o superior,Geração X,NÂO,0,NÃO,"$70.337,00","$5.861,42",loja física,14,2022-12-29,"$576,00",VINHO,,2,14,"$576,00",,4,3,3,3,Potenciais de Ouro
8779,40,Secundaria,Millennials,SIM,1,SIM,"$36.145,00","$3.012,08",loja online,7,2022-03-04,"$172,00",CARNES,,297,7,"$172,00",,1,2,2,2,Precisam de Atenção
9596,45,Posgrado,Geração X,NÂO,0,NÃO,"$65.295,00","$5.441,25",loja física,16,2022-11-13,"$664,00",VINHO,,48,16,"$664,00",,4,4,3,"3,5",Leais de Ouro
2891,62,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$68.118,00","$5.676,50",loja online,12,2022-10-12,"$928,00",VINHO,,79,12,"$928,00",,3,3,3,3,Promissores
4910,58,Grado o superior,Geração X,NÂO,0,NÃO,"$68.743,00","$5.728,58",loja física,24,2022-07-24,"$2.074,00",VINHO,,157,24,"$2.074,00",,2,4,4,4,Precisam de Atenção
75,43,Secundaria,Millennials,SIM,0,NÃO,"$41.039,00","$3.419,92",loja online,13,2022-06-03,"$467,00",PEIXES,,208,13,"$467,00",,2,3,3,3,Precisam de Atenção
10120,70,Grado o superior,Baby Boomers,SIM,1,NÃO,"$38.946,00","$3.245,50",loja física,9,2022-10-20,"$257,00",VINHO,,71,9,"$257,00",,3,2,2,2,Promissores
6327,58,Grado o superior,Geração X,SIM,0,NÃO,"$65.777,00","$5.481,42",loja física,8,2022-11-20,"$1.146,00",VINHO,,41,8,"$1.146,00",,4,2,4,3,Potenciais de Ouro
10142,49,Posgrado,Geração X,NÂO,1,NÃO,"$66.476,00","$5.539,67",loja física,16,2022-05-29,"$689,00",VINHO,,212,16,"$689,00",,2,4,3,"3,5",Precisam de Atenção
9826,53,Posgrado,Geração X,NÂO,0,SIM,"$86.857,00","$7.238,08",loja física,15,2022-04-30,"$2.114,00",VINHO,,240,15,"$2.114,00",,1,4,4,4,Precisam de Atenção
10767,36,Posgrado,Millennials,SIM,0,NÃO,"$77.845,00","$6.487,08",loja física,15,2022-12-16,"$1.346,00",VINHO,,15,15,"$1.346,00",,4,4,4,4,Leais de Ouro
7279,56,Posgrado,Geração X,SIM,0,NÃO,"$69.476,00","$5.789,67",loja online,8,2022-05-27,"$1.044,00",CARNES,,214,8,"$1.044,00",,2,2,3,"2,5",Precisam de Atenção
7230,65,Posgrado,Baby Boomers,NÂO,1,SIM,"$50.611,00","$4.217,58",loja física,11,2022-07-10,"$493,00",VINHO,,171,11,"$493,00",,2,3,3,3,Precisam de Atenção
143,55,Grado o superior,Geração X,NÂO,0,NÃO,"$61.209,00","$5.100,75",loja online,9,2022-09-10,"$957,00",VINHO,,111,9,"$957,00",,3,2,3,"2,5",Promissores
450,67,Posgrado,Baby Boomers,SIM,1,NÃO,"$42.315,00","$3.526,25",loja física,5,2022-03-04,"$270,00",CARNES,,297,5,"$270,00",,1,1,2,"1,5",Hibernando
9316,73,Secundaria,Baby Boomers,SIM,0,NÃO,"$13.084,00","$1.090,33",loja física,4,2022-08-22,"$29,00",OUTROS,,129,4,"$29,00",,3,1,1,1,Hibernando
6379,76,Posgrado,Baby Boomers,NÂO,2,SIM,"$47.570,00","$3.964,17",loja online,4,2021-10-07,"$121,00",VINHO,,444,4,"$121,00",,1,1,2,"1,5",Hibernando
9239,64,Posgrado,Baby Boomers,SIM,2,NÃO,"$61.923,00","$5.160,25",loja física,6,2022-11-11,"$126,00",VINHO,,50,6,"$126,00",,4,2,2,2,Potenciais de Ouro
8315,30,Grado o superior,Millennials,NÂO,0,NÃO,"$34.824,00","$2.902,00",loja física,3,2022-06-30,"$23,00",CARNES,,180,3,"$23,00",,2,1,1,1,Hibernando
2868,76,Posgrado,Baby Boomers,NÂO,2,SIM,"$26.518,00","$2.209,83",loja física,5,2022-02-26,"$57,00",CARNES,,305,5,"$57,00",,1,1,1,1,Hibernando
10888,64,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$45.938,00","$3.828,17",loja online,14,2022-12-14,"$636,00",VINHO,,17,14,"$636,00",,4,3,3,3,Potenciais de Ouro
1277,65,Grado o superior,Baby Boomers,SIM,0,NÃO,"$78.468,00","$6.539,00",loja online,20,2022-12-31,"$1.004,00",VINHO,,0,20,"$1.004,00",,4,4,3,"3,5",Leais de Ouro
9977,52,Grado o superior,Geração X,NÂO,1,NÃO,"$78.901,00","$6.575,08",loja online,14,2022-07-23,"$734,00",VINHO,,158,14,"$734,00",,2,3,3,3,Precisam de Atenção
10196,47,Grado o superior,Geração X,SIM,2,NÃO,"$71.427,00","$5.952,25",loja online,16,2022-12-17,"$614,00",VINHO,,14,16,"$614,00",,4,4,3,"3,5",Leais de Ouro
6384,47,Grado o superior,Geração X,NÂO,1,NÃO,"$71.022,00","$5.918,50",loja física,16,2022-12-21,"$1.453,00",VINHO,,10,16,"$1.453,00",,4,4,4,4,Leais de Ouro
8029,37,Posgrado,Millennials,NÂO,0,SIM,"$90.247,00","$7.520,58",loja física,10,2022-11-23,"$1.621,00",VINHO,,38,10,"$1.621,00",,4,2,4,3,Potenciais de Ouro
968,57,Posgrado,Geração X,NÂO,1,NÃO,"$41.335,00","$3.444,58",loja online,8,2022-09-29,"$187,00",VINHO,,92,8,"$187,00",,3,2,2,2,Promissores
6988,39,Grado o superior,Millennials,SIM,1,NÃO,"$71.952,00","$5.996,00",loja online,16,2022-07-20,"$1.443,00",VINHO,,161,16,"$1.443,00",,2,4,4,4,Precisam de Atenção
4472,55,Posgrado,Geração X,NÂO,1,NÃO,"$35.682,00","$2.973,50",loja física,4,2022-11-27,"$57,00",VINHO,,34,4,"$57,00",,4,1,1,1,Recém-Chegados
6991,74,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$43.185,00","$3.598,75",loja online,15,2022-05-26,"$637,00",VINHO,,215,15,"$637,00",,2,4,3,"3,5",Precisam de Atenção
3336,77,Posgrado,Baby Boomers,SIM,1,NÃO,"$66.375,00","$5.531,25",loja física,7,2022-11-27,"$948,00",VINHO,,34,7,"$948,00",,4,2,3,"2,5",Potenciais de Ouro
4301,54,Posgrado,Geração X,SIM,1,SIM,"$35.178,00","$2.931,50",loja física,3,2021-10-28,"$59,00",VINHO,,423,3,"$59,00",,1,1,1,1,Hibernando
1940,39,Grado o superior,Millennials,SIM,1,NÃO,"$25.252,00","$2.104,33",loja física,3,2021-07-31,"$18,00",OUTROS,,510,3,"$18,00",,1,1,1,1,Hibernando
1272,60,Posgrado,Geração X,NÂO,1,NÃO,"$55.250,00","$4.604,17",loja física,17,2022-05-16,"$903,00",VINHO,,225,17,"$903,00",,2,4,3,"3,5",Precisam de Atenção
1388,50,Grado o superior,Geração X,NÂO,1,NÃO,"$33.249,00","$2.770,75",loja física,5,2022-05-15,"$112,00",OUTROS,,226,5,"$112,00",,2,1,2,"1,5",Hibernando
1044,72,Grado o superior,Baby Boomers,SIM,0,NÃO,"$58.398,00","$4.866,50",loja física,13,2022-10-18,"$596,00",VINHO,,73,13,"$596,00",,3,3,3,3,Promissores
6969,43,Grado o superior,Millennials,SIM,1,NÃO,"$50.272,00","$4.189,33",loja física,9,2022-10-16,"$233,00",VINHO,,75,9,"$233,00",,3,2,2,2,Promissores
10479,50,Posgrado,Geração X,SIM,0,NÃO,"$76.618,00","$6.384,83",loja física,8,2021-10-18,"$1.511,00",VINHO,,433,8,"$1.511,00",,1,2,4,3,Precisam de Atenção
3619,65,Secundaria,Baby Boomers,NÂO,0,SIM,"$87.305,00","$7.275,42",loja física,13,2022-03-25,"$1.152,00",CARNES,,276,13,"$1.152,00",,1,3,4,"3,5",Precisam de Atenção
1715,47,Grado o superior,Geração X,SIM,1,NÃO,"$25.851,00","$2.154,25",loja física,5,2022-02-12,"$48,00",CARNES,,319,5,"$48,00",,1,1,1,1,Hibernando
10159,55,Grado o superior,Geração X,NÂO,1,NÃO,"$58.710,00","$4.892,50",loja online,20,2022-09-11,"$1.185,00",VINHO,,110,20,"$1.185,00",,3,4,4,4,Promissores
1463,67,Grado o superior,Baby Boomers,NÂO,2,NÃO,"$45.160,00","$3.763,33",loja física,3,2022-07-25,"$21,00",VINHO,,156,3,"$21,00",,2,1,1,1,Hibernando
5114,60,Posgrado,Geração X,SIM,1,NÃO,"$74.806,00","$6.233,83",loja online,10,2022-09-02,"$965,00",VINHO,,119,10,"$965,00",,3,2,3,"2,5",Promissores
